duration,audio,sampling_rate,text,normalized_text,speaker
0,./archive/bible/audio_10_20_segment_ch2.mp3.wav,44100,وهو يݣول ليه الراجل ا المعلم راني درت بهاد الوصيات كلهم من صغري.,وهو يگول ليه الراجل ا المعلم راني درت بهاد الوصيات كلهم من صغري,2
0,./archive/bible/audio_10_21_segment_ch2.mp3.wav,44100,وشاف فيه يسوع بالمحبة وݣال ليه ناقصاك حاجة وحدة سير بيع ݣاع داكشي اللي كتملك وعطي تمنو للمساكين وغيكون عندك كنز فالسما واجي تبعني.,وشاف فيه يسوع بالمحبة وگال ليه ناقصاك حاجة وحدة سير بيع گاع داكشي اللي كتملك وعطي تمنو للمساكين وغيكون عندك كنز فالسما واجي تبعني,2
0,./archive/bible/audio_10_22_segment_ch2.mp3.wav,44100,وتصدم الراجل ملي سمع هاد الكلام ومشى حزين حيت كان لباس عليه بزاف.,وتصدم الراجل ملي سمع هاد الكلام ومشى حزين حيت كان لباس عليه بزاف,2
0,./archive/bible/audio_10_23_segment_ch2.mp3.wav,44100,وشاف يسوع فاللي ضايرين بيه وݣال لتلامدو شحال صعيب على الناس اللي لباس عليهم يدخلو لمملكة الله.,وشاف يسوع فاللي ضايرين بيه وگال لتلامدو شحال صعيب على الناس اللي لباس عليهم يدخلو لمملكة الله,2
0,./archive/bible/audio_10_24_segment_ch2.mp3.wav,44100,وتعجبو التلامد من كلامو وعاود ݣال ليهم ا ولادي شحال صعيب على الواحد باش يدخل لمملكة الله.,وتعجبو التلامد من كلامو وعاود گال ليهم ا ولادي شحال صعيب على الواحد باش يدخل لمملكة الله,2
0,./archive/bible/audio_10_25_segment_ch2.mp3.wav,44100,راه دخول الجمل من عين ليبرة سهل من الدخول ديال اللي لباس عليه لمملكة الله.,راه دخول الجمل من عين ليبرة سهل من الدخول ديال اللي لباس عليه لمملكة الله,2
0,./archive/bible/audio_10_26_segment_ch2.mp3.wav,44100,وتعجبو التلامد بزاف وݣالو لبعضياتهم ايوا على هاد الحساب شكون اللي غيقدر ينجا.,وتعجبو التلامد بزاف وگالو لبعضياتهم ايوا على هاد الحساب شكون اللي غيقدر ينجا,2
0,./archive/bible/audio_10_27_segment_ch2.mp3.wav,44100,وشاف فيهم يسوع وݣال راه الناس ما يقدروش على هادشي ولكن الله يقدر حيت الله قادر على كلشي.,وشاف فيهم يسوع وگال راه الناس ما يقدروش على هادشي ولكن الله يقدر حيت الله قادر على كلشي,2
0,./archive/bible/audio_10_28_segment_ch2.mp3.wav,44100,وبدا بطرس كيݣول ليه ها حنا خلينا كلشي وتبعناك.,وبدا بطرس كيگول ليه ها حنا خلينا كلشي وتبعناك,2
0,./archive/bible/audio_10_30_segment_ch2.mp3.wav,44100,راه غادي يترد ليه فهاد الدنيا واخا غيكون التعدو داكشي اللي سمح فيه على مية مرة من الديور والخوت والخواتات والماوات والولاد والاراضي وفالاخرة غتكون ليه الحياة الدايمة.,راه غادي يترد ليه فهاد الدنيا واخا غيكون التعدو داكشي اللي سمح فيه على مية مرة من الديور والخوت والخواتات والماوات والولاد والاراضي وفالاخرة غتكون ليه الحياة الدايمة,2
0,./archive/bible/audio_10_31_segment_ch2.mp3.wav,44100,راه بزاف من هادوك اللي كانو هم اللولين غادي يوليو هم اللخرين وبزاف اللي كانو اللخرين غادي يوليو هم اللولين.,راه بزاف من هادوك اللي كانو هم اللولين غادي يوليو هم اللخرين وبزاف اللي كانو اللخرين غادي يوليو هم اللولين,2
0,./archive/bible/audio_10_32_segment_ch2.mp3.wav,44100,وكان يسوع والتلامد ديالو مسافرين لاورشليم ويسوع قدامهم وكانو التلامد حايرين والناس اللي تابعينو كانو خايفين وجمع يسوع مرة خرى التلامد الطناش وبدا كيخبرهم على داكشي اللي غادي يوقع ليه.,وكان يسوع والتلامد ديالو مسافرين لاورشليم ويسوع قدامهم وكانو التلامد حايرين والناس اللي تابعينو كانو خايفين وجمع يسوع مرة خرى التلامد الطناش وبدا كيخبرهم على داكشي اللي غادي يوقع ليه,2
0,./archive/bible/audio_10_33_segment_ch2.mp3.wav,44100,وݣال ليهم ها حنا طالعين لاورشليم وولد الانسان غيسلموه للرؤسا د رجال الدين والعلما د الشرع وغيحكمو عليه بالموت وغيسلموه للشعوب اللي ماشي يهود.,وگال ليهم ها حنا طالعين لاورشليم وولد الانسان غيسلموه للرؤسا د رجال الدين والعلما د الشرع وغيحكمو عليه بالموت وغيسلموه للشعوب اللي ماشي يهود,2
0,./archive/bible/audio_10_34_segment_ch2.mp3.wav,44100,وغيضحكو عليه وغيدفلو عليه وغيصوطوه وغيقتلوه ومن بعد تلت يام غيتبعت من الموت.,وغيضحكو عليه وغيدفلو عليه وغيصوطوه وغيقتلوه ومن بعد تلت يام غيتبعت من الموت,2
0,./archive/bible/audio_10_35_segment_ch2.mp3.wav,44100,وقرب يعقوب ويوحنا ولاد زبدي لعند يسوع وݣالو ليه ا المعلم بغيناك تدير لينا ݣاع داكشي اللي غنطلبوه منك.,وقرب يعقوب ويوحنا ولاد زبدي لعند يسوع وگالو ليه ا المعلم بغيناك تدير لينا گاع داكشي اللي غنطلبوه منك,2
0,./archive/bible/audio_10_36_segment_ch2.mp3.wav,44100,وسولهم يسوع اش بغيتوني ندير ليكم.,وسولهم يسوع اش بغيتوني ندير ليكم,2
0,./archive/bible/audio_10_37_segment_ch2.mp3.wav,44100,وجاوبوه وافق لينا باش يݣلس واحد منا على ليمن ديالك وواحد اخر على ليسر ديالك ملي تكون فالعز ديالك.,وجاوبوه وافق لينا باش يگلس واحد منا على ليمن ديالك وواحد اخر على ليسر ديالك ملي تكون فالعز ديالك,2
0,./archive/bible/audio_10_38_segment_ch2.mp3.wav,44100,وݣال ليهم يسوع راكم ما كتعرفوش اش كتطلبو واش تقدرو تشربو من الكاس اللي غنشرب منو انا ولا واش تقدرو تتعمدو بالمعمودية اللي غنتعمد بيها انا.,وگال ليهم يسوع راكم ما كتعرفوش اش كتطلبو واش تقدرو تشربو من الكاس اللي غنشرب منو انا ولا واش تقدرو تتعمدو بالمعمودية اللي غنتعمد بيها انا,2
0,./archive/bible/audio_10_39_segment_ch2.mp3.wav,44100,وݣالو ليه ايه نقدرو وݣال ليهم الكاس اللي غنشرب منو انا غتشربو منو حتى نتم والمعمودية اللي غنتعمد بيها انا غتعمدو بيها حتى نتم.,وگالو ليه ايه نقدرو وگال ليهم الكاس اللي غنشرب منو انا غتشربو منو حتى نتم والمعمودية اللي غنتعمد بيها انا غتعمدو بيها حتى نتم,2
0,./archive/bible/audio_10_40_segment_ch2.mp3.wav,44100,ولكن الݣلاس على ليمن ديالي ولا على ليسر ديالي ماشي انا اللي غادي نعطيه ولكن غادي يتعطى لهادوك اللي وجدو ليهم الله.,ولكن الگلاس على ليمن ديالي ولا على ليسر ديالي ماشي انا اللي غادي نعطيه ولكن غادي يتعطى لهادوك اللي وجدو ليهم الله,2
0,./archive/bible/audio_10_41_segment_ch2.mp3.wav,44100,وملي سمعو التلامد العشرة هاد الكلام تقلقو بزاف على يعقوب ويوحنا.,وملي سمعو التلامد العشرة هاد الكلام تقلقو بزاف على يعقوب ويوحنا,2
0,./archive/bible/audio_10_42_segment_ch2.mp3.wav,44100,وعيط ليهم يسوع وݣال كتعرفو بلي هادوك اللي كيحسبو راسهم الرؤسا د الشعوب هم سياد هاد الشعوب والمسؤولين الكبار كيفرضو السلطة ديالهم على كل واحد تحت منهم.,وعيط ليهم يسوع وگال كتعرفو بلي هادوك اللي كيحسبو راسهم الرؤسا د الشعوب هم سياد هاد الشعوب والمسؤولين الكبار كيفرضو السلطة ديالهم على كل واحد تحت منهم,2
0,./archive/bible/audio_10_43_segment_ch2.mp3.wav,44100,ولكن نتم بيناتكم ما خاصكمش تكونو بحالهم اللي بغا يكون كبير فيكم خاصو يولي الخدام ديالكم.,ولكن نتم بيناتكم ما خاصكمش تكونو بحالهم اللي بغا يكون كبير فيكم خاصو يولي الخدام ديالكم,2
0,./archive/bible/audio_10_44_segment_ch2.mp3.wav,44100,واللي بغا يكون اللول فيكم خاصو يولي العبد ديال كلشي.,واللي بغا يكون اللول فيكم خاصو يولي العبد ديال كلشي,2
0,./archive/bible/audio_10_45_segment_ch2.mp3.wav,44100,حيت حتى ولد الانسان ما جاش باش يخدمو عليه الناس ولكن جا باش يخدم ويفدي بزاف د الناس بحياتو.,حيت حتى ولد الانسان ما جاش باش يخدمو عليه الناس ولكن جا باش يخدم ويفدي بزاف د الناس بحياتو,2
0,./archive/bible/audio_10_46_segment_ch2.mp3.wav,44100,ووصل يسوع هو والتلامد ديالو لاريحا وملي كانو خارجين منها مع جماعة كبيرة د الناس كان واحد العمى سميتو بارتيماوس ولد تيماوس ݣالس فجنب الطريق كيسعى.,ووصل يسوع هو والتلامد ديالو لاريحا وملي كانو خارجين منها مع جماعة كبيرة د الناس كان واحد العمى سميتو بارتيماوس ولد تيماوس گالس فجنب الطريق كيسعى,2
0,./archive/bible/audio_10_47_segment_ch2.mp3.wav,44100,وملي سمع بلي يسوع اللي من الناصرة كان دايز من تم بدا كيغوت وكيݣول ا يسوع بن داود رحمني.,وملي سمع بلي يسوع اللي من الناصرة كان دايز من تم بدا كيغوت وكيگول ا يسوع بن داود رحمني,2
0,./archive/bible/audio_10_48_segment_ch2.mp3.wav,44100,وخاصمو عليه بزاف د الناس باش يسكت ولكن زاد كيغوت كتر وكيݣول ا بن داود رحمني.,وخاصمو عليه بزاف د الناس باش يسكت ولكن زاد كيغوت كتر وكيگول ا بن داود رحمني,2
0,./archive/bible/audio_10_49_segment_ch2.mp3.wav,44100,ووقف يسوع وݣال ليهم عيطو عليه وهم يعيطو على العمى وݣالو ليه تشجع نوض راه كيعيط عليك.,ووقف يسوع وگال ليهم عيطو عليه وهم يعيطو على العمى وگالو ليه تشجع نوض راه كيعيط عليك,2
0,./archive/bible/audio_10_50_segment_ch2.mp3.wav,44100,وحيد العمى جلابتو ونقز وجا لعند يسوع.,وحيد العمى جلابتو ونقز وجا لعند يسوع,2
0,./archive/bible/audio_10_51_segment_ch2.mp3.wav,44100,وسولو يسوع اش بغيتي ندير ليك وهو يجاوبو العمى بغيت نولي نشوف ا سيدي.,وسولو يسوع اش بغيتي ندير ليك وهو يجاوبو العمى بغيت نولي نشوف ا سيدي,2
0,./archive/bible/audio_10_52_segment_ch2.mp3.wav,44100,وݣال ليه يسوع سير الايمان ديالك هو اللي شفاك وفديك الساعة بدا كيشوف من جديد وتبع يسوع فالطريق.,وگال ليه يسوع سير الايمان ديالك هو اللي شفاك وفديك الساعة بدا كيشوف من جديد وتبع يسوع فالطريق,2
0,./archive/bible/audio_11_2_segment_ch2.mp3.wav,44100,وݣال ليهم سيرو للدوار اللي كاين قدامكم وغير غتدخلو ليه راكم غتلقاو واحد الدحش مربوط عمر شي حد ما ركب عليه حلو الرباط ديالو وجيبوه.,وگال ليهم سيرو للدوار اللي كاين قدامكم وغير غتدخلو ليه راكم غتلقاو واحد الدحش مربوط عمر شي حد ما ركب عليه حلو الرباط ديالو وجيبوه,2
0,./archive/bible/audio_11_3_segment_ch2.mp3.wav,44100,والا ݣال ليكم شي واحد علاش كتديرو هكا ݣولو ليه راه الرب محتاج ليه وراه غيردو دغيا لهنا.,والا گال ليكم شي واحد علاش كتديرو هكا گولو ليه راه الرب محتاج ليه وراه غيردو دغيا لهنا,2
0,./archive/bible/audio_11_4_segment_ch2.mp3.wav,44100,ومشاو ولقاو الدحش مربوط حدا واحد الباب على الطريق وهم يحلو ليه الرباط.,ومشاو ولقاو الدحش مربوط حدا واحد الباب على الطريق وهم يحلو ليه الرباط,2
0,./archive/bible/audio_11_5_segment_ch2.mp3.wav,44100,وسولوهم شي وحدين كانو تم علاش كتحلو الرباط ديال الدحش.,وسولوهم شي وحدين كانو تم علاش كتحلو الرباط ديال الدحش,2
0,./archive/bible/audio_11_6_segment_ch2.mp3.wav,44100,وجاوبوهم كما وصاهم يسوع وخلاوهم ياخدوه.,وجاوبوهم كما وصاهم يسوع وخلاوهم ياخدوه,2
0,./archive/bible/audio_11_7_segment_ch2.mp3.wav,44100,وجابو التلامد الدحش ليسوع وحطو عليه حوايجهم وهو يركب عليه.,وجابو التلامد الدحش ليسوع وحطو عليه حوايجهم وهو يركب عليه,2
0,./archive/bible/audio_11_8_segment_ch2.mp3.wav,44100,وفرشو بزاف د الناس حوايجهم فالطريق ووحدين خرين قطعو العروش د الشجر من الفدادن.,وفرشو بزاف د الناس حوايجهم فالطريق ووحدين خرين قطعو العروش د الشجر من الفدادن,2
0,./archive/bible/audio_11_9_segment_ch2.mp3.wav,44100,وهادوك اللي سابقين يسوع واللي تابعينو كانو كيغوتو وكيݣولو العز لله مبروك هاداك اللي جاي باسم الرب.,وهادوك اللي سابقين يسوع واللي تابعينو كانو كيغوتو وكيگولو العز لله مبروك هاداك اللي جاي باسم الرب,2
0,./archive/bible/audio_11_10_segment_ch2.mp3.wav,44100,مباركة مملكة بونا داود اللي جاية العز لله فالسما العالية.,مباركة مملكة بونا داود اللي جاية العز لله فالسما العالية,2
0,./archive/bible/audio_11_11_segment_ch2.mp3.wav,44100,وملي وصل يسوع لاورشليم دخل لبيت الله وشاف فݣاع اللي ضاير بيه وملي لقا الحال فات خرج لبيت عنيا مع تلامدو الطناش.,وملي وصل يسوع لاورشليم دخل لبيت الله وشاف فگاع اللي ضاير بيه وملي لقا الحال فات خرج لبيت عنيا مع تلامدو الطناش,2
0,./archive/bible/audio_11_12_segment_ch2.mp3.wav,44100,وفالصباح ملي خرجو من بيت عنيا جاه الجوع.,وفالصباح ملي خرجو من بيت عنيا جاه الجوع,2
0,./archive/bible/audio_11_13_segment_ch2.mp3.wav,44100,وهو يشوف من بعيد واحد الكرمة عامرة بالوراق ومشى يشوف واش غيلقا فيها شي حاجة وملي قرب ليها لقا غير الوراق حيت وقت الكرموس مازال ما وصل.,وهو يشوف من بعيد واحد الكرمة عامرة بالوراق ومشى يشوف واش غيلقا فيها شي حاجة وملي قرب ليها لقا غير الوراق حيت وقت الكرموس مازال ما وصل,2
0,./archive/bible/audio_11_14_segment_ch2.mp3.wav,44100,وݣال ليها يسوع عمر شي واحد ما يعاود ياكل غلتك على الدوام وكانو التلامد ديالو كيسمعوه.,وگال ليها يسوع عمر شي واحد ما يعاود ياكل غلتك على الدوام وكانو التلامد ديالو كيسمعوه,2
0,./archive/bible/audio_11_15_segment_ch2.mp3.wav,44100,ووصلو لاورشليم ودخل يسوع لبيت الله وبدا كيجري على هادوك اللي كيبيعو ويشريو تم وقلب الطبالي ديال اللي كيصرفو الفلوس والكراسى ديال بياعين الحمام.,ووصلو لاورشليم ودخل يسوع لبيت الله وبدا كيجري على هادوك اللي كيبيعو ويشريو تم وقلب الطبالي ديال اللي كيصرفو الفلوس والكراسى ديال بياعين الحمام,2
0,./archive/bible/audio_11_16_segment_ch2.mp3.wav,44100,وما خلا حد من هادوك اللي كيهزو السلعة يدوزو من بيت الله.,وما خلا حد من هادوك اللي كيهزو السلعة يدوزو من بيت الله,2
0,./archive/bible/audio_11_17_segment_ch2.mp3.wav,44100,وبدا كيعلم الناس وكيݣول واش ما مكتوبش فكتاب الله الدار ديالي غادي تسمى دار للصلاة لݣاع الشعوب ولكن نتم رديتوها غار ديال الشفارا.,وبدا كيعلم الناس وكيگول واش ما مكتوبش فكتاب الله الدار ديالي غادي تسمى دار للصلاة لگاع الشعوب ولكن نتم رديتوها غار ديال الشفارا,2
0,./archive/bible/audio_11_18_segment_ch2.mp3.wav,44100,والرؤسا د رجال الدين والعلما د الشرع ساقو الخبار وبداو كيقلبو كيفاش يقتلوه ولكن كانو خايفين منو علاحقاش الناس كاملين تبهضو من التعليم ديالو.,والرؤسا د رجال الدين والعلما د الشرع ساقو الخبار وبداو كيقلبو كيفاش يقتلوه ولكن كانو خايفين منو علاحقاش الناس كاملين تبهضو من التعليم ديالو,2
0,./archive/bible/audio_11_20_segment_ch2.mp3.wav,44100,وفالصباح بكري ملي كانو دايزين فالطريق شافو الكرمة يبسات من الجدر ديالها.,وفالصباح بكري ملي كانو دايزين فالطريق شافو الكرمة يبسات من الجدر ديالها,2
0,./archive/bible/audio_11_22_segment_ch2.mp3.wav,44100,وهو يجاوبهم يسوع وݣال خاصكم تامنو بالله.,وهو يجاوبهم يسوع وگال خاصكم تامنو بالله,2
0,./archive/bible/audio_11_24_segment_ch2.mp3.wav,44100,وعلى هادشي كنݣول ليكم ݣاع اللي كتطلبوه فالصلاة امنو بلي خديتوه وغيكون ليكم.,وعلى هادشي كنگول ليكم گاع اللي كتطلبوه فالصلاة امنو بلي خديتوه وغيكون ليكم,2
0,./archive/bible/audio_11_25_segment_ch2.mp3.wav,44100,وملي توقفو باش تصليو غفرو للناس الا بينكم وبينهم شي حاجة باش حتى باكم اللي فالسما يغفر ليكم دنوبكم.,وملي توقفو باش تصليو غفرو للناس الا بينكم وبينهم شي حاجة باش حتى باكم اللي فالسما يغفر ليكم دنوبكم,2
0,./archive/bible/audio_11_28_segment_ch2.mp3.wav,44100,وݣالو ليه باش من سلطة كتدير هاد الامور وشكون اللي عطاك هاد السلطة باش تديرهم.,وگالو ليه باش من سلطة كتدير هاد الامور وشكون اللي عطاك هاد السلطة باش تديرهم,2
0,./archive/bible/audio_11_29_segment_ch2.mp3.wav,44100,ولكن يسوع جاوبهم وݣال حتى انا بغيت نسولكم سؤال واحد جاوبوني ونݣول ليكم باش من سلطة كندير هادشي.,ولكن يسوع جاوبهم وگال حتى انا بغيت نسولكم سؤال واحد جاوبوني ونگول ليكم باش من سلطة كندير هادشي,2
0,./archive/bible/audio_11_30_segment_ch2.mp3.wav,44100,منين جات المعمودية ديال يوحنا واش من الله ولا من الناس ايوا جاوبوني.,منين جات المعمودية ديال يوحنا واش من الله ولا من الناس ايوا جاوبوني,2
0,./archive/bible/audio_11_31_segment_ch2.mp3.wav,44100,وبداو كيتشاورو مع بعضياتهم وݣالو الا ݣلنا جات من الله غادي يݣول لينا علاش ما امنتوش بيوحنا.,وبداو كيتشاورو مع بعضياتهم وگالو الا گلنا جات من الله غادي يگول لينا علاش ما امنتوش بيوحنا,2
0,./archive/bible/audio_11_32_segment_ch2.mp3.wav,44100,ايوا واش نݣولو باللي جات من عند الناس ولكن كانو خايفين من الجماعة د الناس حيت كلهم كانو متاكدين بلي يوحنا نبي.,ايوا واش نگولو باللي جات من عند الناس ولكن كانو خايفين من الجماعة د الناس حيت كلهم كانو متاكدين بلي يوحنا نبي,2
0,./archive/bible/audio_11_33_segment_ch2.mp3.wav,44100,وهم يجاوبو يسوع وݣالو ليه ما كنعرفوش وݣال ليهم حتى انا ما نݣولش ليكم باش من سلطة كندير هادشي.,وهم يجاوبو يسوع وگالو ليه ما كنعرفوش وگال ليهم حتى انا ما نگولش ليكم باش من سلطة كندير هادشي,2
0,./archive/bible/audio_12_1_segment_ch2.mp3.wav,44100,وبدا يسوع كيتكلم معاهم بالمتول وݣال هادا واحد الراجل غرس جنان د العنب وضور بيه الحيط وحفر فيه معصرة وبنى برج للعسة وكراه لشي جناينية وسافر.,وبدا يسوع كيتكلم معاهم بالمتول وگال هادا واحد الراجل غرس جنان د العنب وضور بيه الحيط وحفر فيه معصرة وبنى برج للعسة وكراه لشي جناينية وسافر,2
0,./archive/bible/audio_12_2_segment_ch2.mp3.wav,44100,وملي وصل الوقت فاش كيتجنى العنب صيفط ليهم واحد العبد باش ياخد الغلة د العنب.,وملي وصل الوقت فاش كيتجنى العنب صيفط ليهم واحد العبد باش ياخد الغلة د العنب,2
0,./archive/bible/audio_12_3_segment_ch2.mp3.wav,44100,وناضو الجناينية وقبضو العبد وضربوه ورجعوه بيديه خاويين.,وناضو الجناينية وقبضو العبد وضربوه ورجعوه بيديه خاويين,2
0,./archive/bible/audio_12_4_segment_ch2.mp3.wav,44100,وعاود صيفط ليهم عبد اخر وضربوه على راسو وعايروه.,وعاود صيفط ليهم عبد اخر وضربوه على راسو وعايروه,2
0,./archive/bible/audio_12_5_segment_ch2.mp3.wav,44100,وعاود صيفط ليهم عبد اخر وهم يقتلوه ومن بعد صيفط ليهم وحدين خرين كتار شي منهم ضربوهم والخرين قتلوهم.,وعاود صيفط ليهم عبد اخر وهم يقتلوه ومن بعد صيفط ليهم وحدين خرين كتار شي منهم ضربوهم والخرين قتلوهم,2
0,./archive/bible/audio_12_6_segment_ch2.mp3.wav,44100,وبقى ليه غير ولدو العزيز وفاللخر صيفطو ليهم وݣال غادي يحترمو ولدي.,وبقى ليه غير ولدو العزيز وفاللخر صيفطو ليهم وگال غادي يحترمو ولدي,2
0,./archive/bible/audio_12_7_segment_ch2.mp3.wav,44100,ولكن هادوك الجناينية ݣالو بيناتهم ها هو اللي غادي يورت يالاهو نقتلوه باش يولي الورت ديالنا.,ولكن هادوك الجناينية گالو بيناتهم ها هو اللي غادي يورت يالاهو نقتلوه باش يولي الورت ديالنا,2
0,./archive/bible/audio_12_8_segment_ch2.mp3.wav,44100,وهم يشدوه وقتلوه وخرجوه على برا د الجنان.,وهم يشدوه وقتلوه وخرجوه على برا د الجنان,2
0,./archive/bible/audio_12_9_segment_ch2.mp3.wav,44100,وݣال ليهم يسوع ايوا اش غيدير مول الجنان د العنب راه غادي يجي ويقتل هادوك الجناينية وغادي يعطي الجنان د العنب لجناينية خرين.,وگال ليهم يسوع ايوا اش غيدير مول الجنان د العنب راه غادي يجي ويقتل هادوك الجناينية وغادي يعطي الجنان د العنب لجناينية خرين,2
0,./archive/bible/audio_12_10_segment_ch2.mp3.wav,44100,واش ما قريتوش فكتاب الله.,واش ما قريتوش فكتاب الله,2
0,./archive/bible/audio_12_11_segment_ch2.mp3.wav,44100,هادشي جا من عند الرب.,هادشي جا من عند الرب,2
0,./archive/bible/audio_12_12_segment_ch2.mp3.wav,44100,وفهمو الرؤسا د رجال الدين والعلما د الشرع والشيوخ بلي المتال كان عليهم داكشي علاش بداو كيقلبو كيفاش يشدو يسوع ولكن كانو خايفين من الجماعة د الناس وخلاوه ومشاو بحالهم.,وفهمو الرؤسا د رجال الدين والعلما د الشرع والشيوخ بلي المتال كان عليهم داكشي علاش بداو كيقلبو كيفاش يشدو يسوع ولكن كانو خايفين من الجماعة د الناس وخلاوه ومشاو بحالهم,2
0,./archive/bible/audio_12_13_segment_ch2.mp3.wav,44100,وصيفطو ليسوع شي رجال من الفريسيين والهيرودسيين باش يشدو عليه شي غلطة فكلامو.,وصيفطو ليسوع شي رجال من الفريسيين والهيرودسيين باش يشدو عليه شي غلطة فكلامو,2
0,./archive/bible/audio_12_14_segment_ch2.mp3.wav,44100,وجاو لعندو وݣالو ليه ا سيدي كنعرفو بلي راك صادق ما كيهمكش بنادم كما كان شانو وما كتديرش الوجهيات ولكن كتعلم طريق الله بالحق واش حلال نخلصو الضريبة للقيصر ولا لا.,وجاو لعندو وگالو ليه ا سيدي كنعرفو بلي راك صادق ما كيهمكش بنادم كما كان شانو وما كتديرش الوجهيات ولكن كتعلم طريق الله بالحق واش حلال نخلصو الضريبة للقيصر ولا لا,2
0,./archive/bible/audio_12_15_segment_ch2.mp3.wav,44100,وعرف يسوع النفاق ديالهم وݣال ليهم علاش كتجربوني جيبو لي واحد الدينار باش نشوفو.,وعرف يسوع النفاق ديالهم وگال ليهم علاش كتجربوني جيبو لي واحد الدينار باش نشوفو,2
0,./archive/bible/audio_12_16_segment_ch2.mp3.wav,44100,وجابوه ليه وݣال ليهم هاد التصويرة وهاد الكتبة اللي فالفلوس ديال من وݣالو ليه ديال قيصر.,وجابوه ليه وگال ليهم هاد التصويرة وهاد الكتبة اللي فالفلوس ديال من وگالو ليه ديال قيصر,2
0,./archive/bible/audio_12_17_segment_ch2.mp3.wav,44100,وݣال ليهم ايوا اللي هو ديال قيصر عطيوه لقيصر واللي هو ديال الله عطيوه لله وتعجبو من كلامو.,وگال ليهم ايوا اللي هو ديال قيصر عطيوه لقيصر واللي هو ديال الله عطيوه لله وتعجبو من كلامو,2
0,./archive/bible/audio_12_18_segment_ch2.mp3.wav,44100,وجاو لعند يسوع شي وحدين من الصدوقيين اللي كينكرو بلي الموتى كيتبعتو وسولوه وݣالو ليه.,وجاو لعند يسوع شي وحدين من الصدوقيين اللي كينكرو بلي الموتى كيتبعتو وسولوه وگالو ليه,2
0,./archive/bible/audio_12_19_segment_ch2.mp3.wav,44100,ا سيدي موسى كتب لينا الا شي واحد مات وخلا مراتو بلا ولاد خاص خوه يتزوج بيها باش يدير ولاد على سمية خوه.,ا سيدي موسى كتب لينا الا شي واحد مات وخلا مراتو بلا ولاد خاص خوه يتزوج بيها باش يدير ولاد على سمية خوه,2
0,./archive/bible/audio_12_20_segment_ch2.mp3.wav,44100,وكانو سبعة ديال الخوت تزوج اللول بواحد المراة ومات وما خلاش الولاد.,وكانو سبعة ديال الخوت تزوج اللول بواحد المراة ومات وما خلاش الولاد,2
0,./archive/bible/audio_12_21_segment_ch2.mp3.wav,44100,وتزوج بيها التاني وما ولدش معاها ومات والتالت حتى هو.,وتزوج بيها التاني وما ولدش معاها ومات والتالت حتى هو,2
0,./archive/bible/audio_12_22_segment_ch2.mp3.wav,44100,وهكا تزوجو بيها الخوت بسبعة وحتى واحد فيهم ما خلا ولاد وفاللخر من بعدما ماتو كلهم ماتت المراة حتى هي.,وهكا تزوجو بيها الخوت بسبعة وحتى واحد فيهم ما خلا ولاد وفاللخر من بعدما ماتو كلهم ماتت المراة حتى هي,2
0,./archive/bible/audio_12_23_segment_ch2.mp3.wav,44100,ايوا فيوم البعت ملي غيتبعتو من الموت لمن فيهم غادي تكون هاد المراة حيت كانت مزوجة بيهم بسبعة.,ايوا فيوم البعت ملي غيتبعتو من الموت لمن فيهم غادي تكون هاد المراة حيت كانت مزوجة بيهم بسبعة,2
0,./archive/bible/audio_12_24_segment_ch2.mp3.wav,44100,وݣال ليهم يسوع نتم راكم غالطين حيت ما كتعرفو لا كتاب الله ولا قوة الله.,وگال ليهم يسوع نتم راكم غالطين حيت ما كتعرفو لا كتاب الله ولا قوة الله,2
0,./archive/bible/audio_12_25_segment_ch2.mp3.wav,44100,علاحقاش ملي غيتبعتو الناس من الموت راه ما غيتزوجوش وما غيزوجوهمش ولكن غيعيشو بحال الملايكة فالسماوات.,علاحقاش ملي غيتبعتو الناس من الموت راه ما غيتزوجوش وما غيزوجوهمش ولكن غيعيشو بحال الملايكة فالسماوات,2
0,./archive/bible/audio_12_26_segment_ch2.mp3.wav,44100,اما من جهة الموتى اللي غيتبعتو من الموت واش ما قريتوش فالكتاب ديال موسى القصة د السدرة ملي ݣال ليه الله انا هو الاه ابراهيم والاه اسحاق والاه يعقوب.,اما من جهة الموتى اللي غيتبعتو من الموت واش ما قريتوش فالكتاب ديال موسى القصة د السدرة ملي گال ليه الله انا هو الاه ابراهيم والاه اسحاق والاه يعقوب,2
0,./archive/bible/audio_12_27_segment_ch2.mp3.wav,44100,راه هو ماشي الاه الموتى ولكن الاه الحيين نتم راكم غالطين بزاف.,راه هو ماشي الاه الموتى ولكن الاه الحيين نتم راكم غالطين بزاف,2
0,./archive/bible/audio_12_28_segment_ch2.mp3.wav,44100,وجا واحد العالم د الشرع وسمعهم كيتناقشو وشاف بلي يسوع كيجاوبهم مزيان وهو يسولو اشنو هي الوصية اللولى فݣاع الوصيات.,وجا واحد العالم د الشرع وسمعهم كيتناقشو وشاف بلي يسوع كيجاوبهم مزيان وهو يسولو اشنو هي الوصية اللولى فگاع الوصيات,2
0,./archive/bible/audio_12_29_segment_ch2.mp3.wav,44100,وجاوبو يسوع الوصية اللولى هي سمع ا شعب اسرائيل راه الرب الاهنا هو رب واحد.,وجاوبو يسوع الوصية اللولى هي سمع ا شعب اسرائيل راه الرب الاهنا هو رب واحد,2
